d,M,ε,fn,gt,mean,std,bias,bias2,variance,mse,ess,mcse
100,128,1.0,EZ,46.25030670628516,20.779343287439854,0.09663876592233196,-25.470963418845304,648.7699774841557,0.00933905107899127,648.7793165352347,7.634289618581913,0.034975751897677064
100,128,1.0,EZ2,2316.965717072303,476.56299454098746,3.2112010437879066,-1840.4027225313157,3.387082181100679e6,10.31181214362454,3.387092492912823e6,10.178993529958243,1.0065030080167718
100,128,1.0,EZ3,125537.7913687207,11972.92729736103,104.81541276509753,-113564.86407135967,1.2896978351546398e10,10986.270753117771,1.2896989337817152e10,19.537795625416457,23.71304730920128
100,1024,0.05,x0y0,0.7474168375019269,0.28812204282950493,0.0015570213485663776,-0.45929479467242196,0.21095170841318225,2.4243154798914613e-6,0.21095413272866215,8.242647930980375,0.0005423269571373686
100,1024,0.05,x0y1,0.41586821045852884,0.25072366359200854,0.0014249204331771533,-0.1651445468665203,0.02727272135974832,2.0303982408857665e-6,0.027274751757989206,5.877101370481772,0.0005877721758007613
100,1024,0.05,x1y0,0.41586821045852884,0.20500113384794671,0.0018822360053202714,-0.21086707661058213,0.04446492399829311,3.5428123797240123e-6,0.04446846681067283,122.05857732151,0.00017036874528479466
100,1024,0.05,x1y1,0.6698140925828162,0.27995513929389987,0.0013903922554227431,-0.38985895328891634,0.15199000345952945,1.9331906239395424e-6,0.1519919366501534,122.68820819858206,0.0001255266469415565
100,1024,0.05,EZ,62.55154913608261,24.988683386781712,0.009645757892159912,-37.5628657493009,1410.9688833000025,9.304064531416521e-5,1410.968976340648,4.076708808259611,0.0047772889623150915
100,1024,0.05,EZ2,4112.132510595356,693.2512123481415,0.5409375584534036,-3418.881298247214,1.1688749331504555e7,0.2926134421455294,1.1688749624117998e7,4.627671880401797,0.251458231802544
100,1024,0.05,EZ3,284342.16742231126,21163.818114971564,25.966674589390003,-263178.3493073397,6.926284354413611e10,674.2681892312725,6.92628442184043e10,5.760587833445936,10.818895701612963
100,1024,0.1,x0y0,0.7353915413322281,0.3006798672612146,0.0016513707602188068,-0.43471167407101347,0.18897423957362305,2.72702538770564e-6,0.18897696659901075,4.21366262177596,0.00080447899790729
100,1024,0.1,x0y1,0.4156248822353041,0.2460741057512488,0.0015476963723579902,-0.16955077648405528,0.028747465806346073,2.3953640610100826e-6,0.028749861170407082,4.860535845761761,0.0007020106318114159
100,1024,0.1,x1y0,0.415624882235304,0.23826976746606313,0.0007099787527785572,-0.1773551147692409,0.031454836734810615,5.040698293969956e-7,0.03145534080464001,100.7081085072197,7.074783143590898e-5
100,1024,0.1,x1y1,0.6579552323631342,0.3050580217578074,0.0010882352860915395,-0.35289721060532686,0.12453644125302042,1.1842560378947346e-6,0.12453762550905832,57.87311978572855,0.000143048845298081
100,1024,0.1,EZ,61.36638461609824,24.977549742595198,0.007680196603936178,-36.38883487350304,1324.1473034510711,5.8985419875112806e-5,1324.147362436491,3.547127555289992,0.004077875238961876
100,1024,0.1,EZ2,3963.764841620093,692.7739662925356,0.3602239518330414,-3270.9908753275577,1.0699381306476142e7,0.12976129547421333,1.0699381436237438e7,3.590882797619418,0.19009555903340658
100,1024,0.1,EZ3,269691.71776907245,21100.592087407604,13.39055308715773,-248591.12568166485,6.179754776767729e10,179.30691197998945,6.179754794698421e10,3.6863681901597167,6.974276490042523
100,1024,1.0,x0y0,0.5672992589968553,0.2970286954081327,0.00680551053107496,-0.2702705635887226,0.07304617754256575,4.631497358857218e-5,0.07309249251615432,11.601783146090757,0.0019980131331043312
100,1024,1.0,x0y1,0.3897825598365883,0.23784665614046355,0.006545586191301437,-0.15193590369612478,0.023084518831958105,4.284469858775606e-5,0.023127363530545862,12.650620097889659,0.001840317004417979
100,1024,1.0,x1y0,0.38978255983658827,0.22849723721780307,0.0059151785659816245,-0.1612853226187852,0.026012955292245624,3.498933746744843e-5,0.026047944629713073,33.43725537804771,0.0010229456231217523
100,1024,1.0,x1y1,0.5055889634158908,0.30999102200494066,0.011618138539850357,-0.1955979414109501,0.038258554684201466,0.0001349811431311562,0.038393535827332625,4.5184189483942125,0.005465668690324624
100,1024,1.0,EZ,46.25030670628516,25.627205911588973,0.10202871846861856,-20.623100794696185,425.3122863881984,0.010409859392348626,425.3226962475907,4.452863776461861,0.04835069567148117
100,1024,1.0,EZ2,2316.965717072303,725.9285354409603,4.609069026339131,-1591.0371816313427,2.531399313333406e6,21.243517289558746,2.5314205568506955e6,4.421377080663677,2.1919691342841006
100,1024,1.0,EZ3,125537.7913687207,22539.978376604842,164.30164067212013,-102997.81299211585,1.0608549481158869e10,26995.029127550482,1.0608576476187996e10,4.62657071270141,76.38574136389035
100,8192,0.05,x0y0,0.7474168375019269,0.34015669690615247,0.0026942721493982704,-0.4072601405957744,0.16586082211808995,7.259102415023177e-6,0.16586808122050498,5.532013810946761,0.0011455125036136885
100,8192,0.05,x0y1,0.41586821045852884,0.27627702430150597,0.0020962689556385783,-0.13959118615702287,0.019485699252724614,4.394343534374056e-6,0.019490093596258987,5.6884935952547035,0.0008789180146684382
100,8192,0.05,x1y0,0.41586821045852884,0.27631179613340956,0.0017901176542116193,-0.13955641432511928,0.019475992779284357,3.2045212159201107e-6,0.019479197300500278,5.953101359324499,0.0007336855016836439
100,8192,0.05,x1y1,0.6698140925828162,0.3174313307346087,0.0022480582885257075,-0.3523827618482075,0.12417361084777052,5.0537660686091335e-6,0.12417866461383913,5.359780207713983,0.0009710331964710594
100,8192,0.05,EZ,62.55154913608261,28.392592175371536,0.09607565356384146,-34.15895696071108,1166.834340643712,0.009230531207719283,1166.8435711749198,5.486347913248896,0.04101773501943196
100,8192,0.05,EZ2,4112.132510595356,886.3819123964693,5.099387847037423,-3225.750598198886,1.040546692178047e7,26.00375641451297,1.0405492925536886e7,5.4554082324813935,2.1832547677574294
100,8192,0.05,EZ3,284342.16742231126,30240.500316167265,223.873882578317,-254101.667106144,6.456765722612163e10,50119.515300690065,6.4567707345636925e10,5.451956321589765,95.87982821673097
100,8192,0.1,x0y0,0.7353915413322281,0.33115644236381286,0.0024224588942166744,-0.4042350989684152,0.16340601523800444,5.868307094169473e-6,0.1634118835450986,4.5822369368756375,0.0011316643778016362
100,8192,0.1,x0y1,0.4156248822353041,0.2739542723822083,0.0016359548938743224,-0.14167060985309576,0.020070561696148074,2.676348414791346e-6,0.020073238044562864,9.537372760618254,0.0005297329004072181
100,8192,0.1,x1y0,0.415624882235304,0.27685742020234994,0.0017797459369139393,-0.1387674620329541,0.019256408519067354,3.167495599961676e-6,0.019259576014667316,3.8554621259217887,0.0009063997760174908
100,8192,0.1,x1y1,0.6579552323631342,0.30273505341141904,0.0017609256716206057,-0.3552201789517152,0.12618137553448858,3.100859220972481e-6,0.12618447639370955,3.494384037880412,0.000942010423641211
100,8192,0.1,EZ,61.36638461609824,28.3868906272083,0.09715705648534373,-32.97949398888994,1087.647023763228,0.009439493624896272,1087.656463256853,5.422491518153505,0.0417229404558394
100,8192,0.1,EZ2,3963.764841620093,886.4210706705503,5.13255648230163,-3077.343770949543,9.470044684601953e6,26.34313604401648,9.470071027737997e6,5.48956128862656,2.1906092555443353
100,8192,0.1,EZ3,269691.71776907245,30279.379066559264,227.0417280137314,-239412.3387025132,5.73182679230069e10,51547.946259461176,5.7318319470953156e10,5.542373974112886,96.44012624449132
100,8192,1.0,x0y0,0.5672992589968553,0.33344457085236356,0.0037685624067254754,-0.23385468814449173,0.05468801516715748,1.4202062613384508e-5,0.054702217229770866,7.7025708501821395,0.0013578689596400338
100,8192,1.0,x0y1,0.3897825598365883,0.26627356486592435,0.0030437185219188835,-0.12350899497066398,0.0152544718386635,9.264222440672073e-6,0.015263736061104172,9.917888666167354,0.0009664844539418644
100,8192,1.0,x1y0,0.38978255983658827,0.2915421849783635,0.002759838728945092,-0.09824037485822479,0.009651171252284525,7.616709809785261e-6,0.00965878796209431,6.153212628205794,0.0011125838293922251
100,8192,1.0,x1y1,0.5055889634158908,0.324009736796922,0.0038746259793203926,-0.18157922661896875,0.032971015539542806,1.5012726479624511e-5,0.03298602826602243,3.2018351109219982,0.0021653609711565908
100,8192,1.0,EZ,46.25030670628516,28.90120184541045,0.24250966461267245,-17.349104860874707,300.9914394736264,0.05881093743055087,301.05025041105694,3.7142717026825856,0.12583232356680113
100,8192,1.0,EZ2,2316.965717072303,916.8583392326656,13.572105723059781,-1400.1073778396376,1.9603006694809857e6,184.20205375791207,1.9604848715347436e6,3.664737653538226,7.089666214468855
100,8192,1.0,EZ3,125537.7913687207,31737.92335675009,636.1126246112789,-93799.86801197061,8.798415239063108e9,404639.2711898498,8.7988198783343e9,3.5966831403339525,335.41534341522186
